CNPJ_RAIZ,RAZAO_SOCIAL_SEFAZ,RAZAO_SOCIAL_RFB,RAZAO_SOCIAL_REDESIM,FONTE_RECOMENDADA,RAZAO_SOCIAL_RECOMENDADA,GC,SIMILARIDADE_CAD_RFB,SIM_CAD_REDESIM,SIM_RFB_REDESIM
17875302,TASSIA CAMILA ALVES DA SILVA 00478219229,,TASSIA CAMILA ALVES DA SILVA FREIRE 00478219229,REDESIM,TASSIA CAMILA ALVES DA SILVA FREIRE 00478219229,50,,86,
17681816,CLAUDINEY DE SOUSA SILVA 00008777357,CLAUDINEY DE SOUSA SILVA 00008777357,,SEFAZ,CLAUDINEY DE SOUSA SILVA 00008777357,90,100,,
17682754,DANIEL DE SOUSA SANTOS 02193073341,DANIEL DE SOUSA SANTOS 02193073341,,SEFAZ,DANIEL DE SOUSA SANTOS 02193073341,90,100,,
17844107,A  P  MATERIAL DE CONSTRUCAO EIRELI,A. P. MATERIAL DE CONSTRUCAO EIRELI,A. P. MATERIAL DE CONSTRUÃÃO EIRELI - ME,REDESIM,A. P. MATERIAL DE CONSTRUÃÃO EIRELI - ME,30,95,68,72
17704169,CARLOS CELSO SAMPAIO MELO 40962830372,CARLOS CELSO SAMPAIO MELO 40962830372,,SEFAZ,CARLOS CELSO SAMPAIO MELO 40962830372,90,100,,
17414710,N K F DE OLIVEIRA,N K F DE OLIVEIRA,,SEFAZ,N K F DE OLIVEIRA,90,100,,
19077135,JEANE SANTOS CASTRO 00962146358,JEANE SANTOS CASTRO 00962146358,,SEFAZ,JEANE SANTOS CASTRO 00962146358,90,100,,
17687240,FRANCISCO DAS CHAGAS FERREIRA DA SILVA 25621967836,FRANCISCO DAS CHAGAS FERREIRA DA SILVA 25621967836,FRANCISCO DAS CHAGAS FERREIRA DA SILVA 25621967836,REDESIM,FRANCISCO DAS CHAGAS FERREIRA DA SILVA 25621967836,100,100,100,100
17472071,ALMERINDA BRANDAO MENDES GOMES 62737350344,ALMERINDA BRANDAO MENDES GOMES 62737350344,,SEFAZ,ALMERINDA BRANDAO MENDES GOMES 62737350344,90,100,,
18194769,S  R  SILVA CONFECCOES,S. R. SILVA CONFECCOES,S. R. SILVA CONFECÇÕES - ME,REDESIM,S. R. SILVA CONFECÇÕES - ME,30,91,63,69
18194750,EDILSON SILVA PEREIRA 80294537368,EDILSON SILVA PEREIRA 80294537368,,SEFAZ,EDILSON SILVA PEREIRA 80294537368,90,100,,
18047089,R G MARTINS,R G MARTINS,,SEFAZ,R G MARTINS,90,100,,
17334094,R  MARTINS PEDRO,R. MARTINS PEDRO,,SEFAZ,R  MARTINS PEDRO,90,94,,
17254369,ALBA LUCIA AMARAL 35771011134,ALBA LUCIA AMARAL 35771011134,,SEFAZ,ALBA LUCIA AMARAL 35771011134,90,100,,
17387528,ELIS REGINA FRANCA RABELO 48722715304,ELIS REGINA FRANCA RABELO 48722715304,,SEFAZ,ELIS REGINA FRANCA RABELO 48722715304,90,100,,
17453988,JOSELIAS DUTRA VEIGA 78249104315,JOSELIAS DUTRA VEIGA 78249104315,,SEFAZ,JOSELIAS DUTRA VEIGA 78249104315,90,100,,
13390623,JANE AMABILIO BARBOZA PEREIRA 72442778572,,,SEFAZ,JANE AMABILIO BARBOZA PEREIRA 72442778572,60,,,
17734998,ANTONIO JOSE MARQUES DOS REIS 04368400810,ANTONIO JOSE MARQUES DOS REIS 04368400810,,SEFAZ,ANTONIO JOSE MARQUES DOS REIS 04368400810,90,100,,
18036834,K  H  C  DA SILVA LOCACAO DE VEICULOS,K. H. C. DA SILVA LOCACAO DE VEICULOS,,SEFAZ,K  H  C  DA SILVA LOCACAO DE VEICULOS,90,92,,
18387995,JOSEANE LIRA PEREIRA 48259233304,JOSEANE LIRA PEREIRA 48259233304,,SEFAZ,JOSEANE LIRA PEREIRA 48259233304,90,100,,
23607583,M. SILVA LIMA,M SILVA LIMA,,SEFAZ,M. SILVA LIMA,90,93,,
11043174,N C INFORMATICA E REFRIGERACAO LTDA  ME,N C INFORMATICA E REFRIGERACAO LTDA,,SEFAZ,N C INFORMATICA E REFRIGERACAO LTDA  ME,90,90,,
11043744,MANCHESTER DIGITAL COMERCIO E REPRESENTACOES LTDA    ME,MANCHESTER DIGITAL COMERCIO E REPRESENTACOES LTDA,MANCHESTER DIGITAL COMERCIO E REPRESENTAÇÕES LTDA  - ME,REDESIM,MANCHESTER DIGITAL COMERCIO E REPRESENTAÇÕES LTDA  - ME,70,90,92,83
07099372,ACQUAMAR OCEANOLOGIA LTDA,ACQUAMAR OCEANOLOGIA LTDA,,SEFAZ,ACQUAMAR OCEANOLOGIA LTDA,90,100,,
11576039,MERCANTIL COSTA FERREIRA LTDA,MERCANTIL COSTA FERREIRA LTDA,,SEFAZ,MERCANTIL COSTA FERREIRA LTDA,90,100,,
11646779,L L P BISPO TRANSPORTES E SERVICOS,L L P BISPO TRANSPORTES E SERVICOS,L L P BISPO TRANSPORTES E SERVICOS,REDESIM,L L P BISPO TRANSPORTES E SERVICOS,100,100,100,100
17926943,ERICK ANDERSON LIMA CHAVES 02240362383,ERICK ANDERSON LIMA CHAVES 02240362383,ERICK ANDERSON LIMA CHAVES 02240362383,REDESIM,ERICK ANDERSON LIMA CHAVES 02240362383,100,100,100,100
18426732,JACIRENE DOS MARTIRES DINIZ MENDES 67675735315,JACIRENE DOS MARTIRES DINIZ MENDES 67675735315,,SEFAZ,JACIRENE DOS MARTIRES DINIZ MENDES 67675735315,90,100,,
18240967,TATIANA DOS SANTOS DIAS 60535976356,TATIANA DOS SANTOS DIAS 60535976356,,SEFAZ,TATIANA DOS SANTOS DIAS 60535976356,90,100,,
05099772,TANAKA DEDETIZACAO  E SERVICOS GERAIS EIRELI,TANAKA DEDETIZACAO  E SERVICOS GERAIS EIRELI,,SEFAZ,TANAKA DEDETIZACAO  E SERVICOS GERAIS EIRELI,90,100,,
18020571,COOPERATIVA AGROPESQUEIRA DOS TRABALHADORES EM REGIME DE ECONOMIA FAMILIAR DO MUNICIPIO DE BELA VISTA DO MARANHAO,COLONIA AGROPESQUEIRA DOS PESCADORES AGRICULTORES E TRABALHADORES EM REGIME DE ECONOMIA FAMILIAR DO MUNICIPIO DE BELA VISTA DO MARANHAO,,SEFAZ,COOPERATIVA AGROPESQUEIRA DOS TRABALHADORES EM REGIME DE ECONOMIA FAMILIAR DO MUNICIPIO DE BELA VISTA DO MARANHAO,50,76,,
07634590,SIERENTZ AGRO BRASIL LTDA,,,SEFAZ,SIERENTZ AGRO BRASIL LTDA,60,,,
12506598,VIEIRA & CONCEICAO LTDA,VIEIRA & CONCEICAO LTDA,,SEFAZ,VIEIRA & CONCEICAO LTDA,90,100,,
17453830,L B BARBOSA & CIA LTDA,L B BARBOSA & CIA LTDA,,SEFAZ,L B BARBOSA & CIA LTDA,90,100,,
17873608,S R SILVA NETA,S R SILVA NETA,,SEFAZ,S R SILVA NETA,90,100,,
17675672,CLAUDIO SILVA OLIVEIRA 00681617357,CLAUDIO SILVA OLIVEIRA 00681617357,,SEFAZ,CLAUDIO SILVA OLIVEIRA 00681617357,90,100,,
13207703,COMERCIAL HORTIFRIGO EIRELI,COMERCIAL HORTIFRIGO EIRELI,,SEFAZ,COMERCIAL HORTIFRIGO EIRELI,90,100,,
17644377,MARQUE ONI DOS S OLIVEIRA - ME,MARQUE ONI DOS SANTOS OLIVEIRA,,SEFAZ,MARQUE ONI DOS S OLIVEIRA - ME,50,67,,
08335180,ERVISON F DE ARAUJO   ME,ERVISON F DE ARAUJO,,SEFAZ,ERVISON F DE ARAUJO   ME,50,80,,
18256169,ANDRE MENDONCA SOUSA 01127779370,ANDRE MENDONCA SOUSA 01127779370,,SEFAZ,ANDRE MENDONCA SOUSA 01127779370,90,100,,
18201306,J  C  PEREIRA DE ABREU COMERCIO,J. C. PEREIRA DE ABREU COMERCIO,J. C. PEREIRA DE ABREU COMERCIO - ME,REDESIM,J. C. PEREIRA DE ABREU COMERCIO - ME,30,94,81,87
18008053,RIBEIRO COMERCIO E CONSTRUCOES LTDA,RIBEIRO COMERCIO E CONSTRUCOES LTDA,RIBEIRO COMERCIO E CONSTRUCOES LTDA,REDESIM,RIBEIRO COMERCIO E CONSTRUCOES LTDA,100,100,100,100
10984883,IRISLANDIA M. DE SOUSA,IRISLANDIA M. DE SOUSA,,SEFAZ,IRISLANDIA M. DE SOUSA,90,100,,
11536929,L. DA S.JANSEN,L. DA S.JANSEN,,SEFAZ,L. DA S.JANSEN,90,100,,
11699677,LAIZE P. MACHADO,LAIZE P. MACHADO,,SEFAZ,LAIZE P. MACHADO,90,100,,
11593221,ALO GAS DISTRIBUIDORA LTDA   ME,ALO GAS DISTRIBUIDORA LTDA,,SEFAZ,ALO GAS DISTRIBUIDORA LTDA   ME,50,84,,
10996846,AB DISTRIBUIDORA E COMERCIO LTDA,AB DISTRIBUIDORA E COMERCIO LTDA,A B DISTRIBUIDORA  E COMERCIO LTDA-ME,REDESIM,A B DISTRIBUIDORA  E COMERCIO LTDA-ME,30,100,87,87
12431601,JEFFERSON RUBIM DA SILVA 22592814353,JEFFERSON RUBIM DA SILVA 22592814353,,SEFAZ,JEFFERSON RUBIM DA SILVA 22592814353,90,100,,
13316657,WILTON TORRES DE ARAUJO 60060938390,WILTON TORRES DE ARAUJO 60060938390,,SEFAZ,WILTON TORRES DE ARAUJO 60060938390,90,100,,
12878304,M LEITE COMERCIO E SERVICO EIRELI,M LEITE COMERCIO E SERVICO EIRELI,M LEITE COMERCIO E SERVICO EIRELI,REDESIM,M LEITE COMERCIO E SERVICO EIRELI,100,100,100,100
12594977,HARY BELAFONTE EUGENIO DOS SANTOS 64139166487,HARY BELAFONTE EUGENIO DOS SANTOS 64139166487,,SEFAZ,HARY BELAFONTE EUGENIO DOS SANTOS 64139166487,90,100,,
12071061,R FERREIRA FILHO,R FERREIRA FILHO,R FERREIRA FILHO,REDESIM,R FERREIRA FILHO,100,100,100,100
11803609,MARINETE ALVES DE ALMEIDA 04621461893,MARINETE ALVES DE ALMEIDA SANTOS 04621461893,,SEFAZ,MARINETE ALVES DE ALMEIDA 04621461893,50,85,,
12640563,CASSIA SANTOS LIMA DA CRUZ 84651440282,CASSIA SANTOS LIMA DA CRUZ 84651440282,,SEFAZ,CASSIA SANTOS LIMA DA CRUZ 84651440282,90,100,,
12364142,UCHOA FERREIRA CERAMICA E CONSTRUCOES LTDA,VOITTO CONSULTORIA E ASSESSORIA LTDA,VOITTO CONSULTORIA E ASSESSORIA LTDA - ME,REDESIM,VOITTO CONSULTORIA E ASSESSORIA LTDA - ME,30,31,20,88
13014777,APETITE REFEICOES COLETIVAS LTDA,APETITE REFEICOES COLETIVAS LTDA,,SEFAZ,APETITE REFEICOES COLETIVAS LTDA,90,100,,
17885688,ROMARIO LIMA CAVALCANTE 05288157332,ROMARIO LIMA CAVALCANTE 05288157332,,SEFAZ,ROMARIO LIMA CAVALCANTE 05288157332,90,100,,
17668748,A  DE PAULA CARDOSO SILVA   CONSTRUCOES   ME,A. DE PAULA CARDOSO SILVA - CONSTRUCOES,,SEFAZ,A  DE PAULA CARDOSO SILVA   CONSTRUCOES   ME,50,85,,
15236661,JOYCILENE DA GUIA DA SILVA PIRES 00561501300,JOYCILENE DA GUIA DA SILVA PIRES 00561501300,,SEFAZ,JOYCILENE DA GUIA DA SILVA PIRES 00561501300,90,100,,
17773970,JOAO EVANGELISTA FRANCA DA SILVA 35449136315,JOAO EVANGELISTA FRANCA DA SILVA 35449136315,,SEFAZ,JOAO EVANGELISTA FRANCA DA SILVA 35449136315,90,100,,
17729738,JAYRA DA SILVA LIMA 01726691381,JAYRA DA SILVA LIMA 01726691381,,SEFAZ,JAYRA DA SILVA LIMA 01726691381,90,100,,
15513929,L F CINTRA   ME,L F CINTRA,,SEFAZ,L F CINTRA   ME,50,67,,
18577255,FABIO PEREIRA RIBEIRO 01531839347,FABIO PEREIRA RIBEIRO 01531839347,,SEFAZ,FABIO PEREIRA RIBEIRO 01531839347,90,100,,
18482305,MARIA ADRIANA DE SOUSA FLORIANO 04762956376,MARIA ADRIANA DE SOUSA FLORIANO 04762956376,,SEFAZ,MARIA ADRIANA DE SOUSA FLORIANO 04762956376,90,100,,
18473871,JEANE DUTRA RIBEIRO 61768901368,JEANE DUTRA RIBEIRO 61768901368,,SEFAZ,JEANE DUTRA RIBEIRO 61768901368,90,100,,
04906728,B&F TELECOMUNICACOES LTDA,,,SEFAZ,B&F TELECOMUNICACOES LTDA,60,,,
18451597,A MARTINS IMOVEIS & EMEPREENDIMENTOS EIRELI,A MARTINS IMOVEIS & EMEPREENDIMENTOS EIRELI,A MARTINS IMOVEIS & EMEPREENDIMENTOS EIRELI,REDESIM,A MARTINS IMOVEIS & EMEPREENDIMENTOS EIRELI,100,100,100,100
35188143,F CAMPOS ARAUJO,F CAMPOS ARAUJO,F CAMPOS ARAUJO,REDESIM,F CAMPOS ARAUJO,100,100,100,100
11028664,LINDINALVA BARBOSA DE BARROS,LINDINALVA BARBOSA DE BARROS,,SEFAZ,LINDINALVA BARBOSA DE BARROS,90,100,,
07855621,REINO ANIMAL COMERCIO DE RACOES LTDA,REINO ANIMAL COMERCIO DE RACOES LTDA,,SEFAZ,REINO ANIMAL COMERCIO DE RACOES LTDA,90,100,,
12127569,M MENDES MATERIAL DE CONSTRUCAO,M MENDES MATERIAL DE CONSTRUCAO,,SEFAZ,M MENDES MATERIAL DE CONSTRUCAO,90,100,,
11669104,FRANCINEI PEREIRA,FRANCINEI PEREIRA,,SEFAZ,FRANCINEI PEREIRA,90,100,,
11673997,SEVERO DOS REIS MATOS 40106888315,SEVERES DOS REIS MATOS 40106888315,,SEFAZ,SEVERO DOS REIS MATOS 40106888315,90,95,,
13299396,IRACILDA CASTRO ALVES 19174438387,IRACILDA CASTRO ALVES 19174438387,,SEFAZ,IRACILDA CASTRO ALVES 19174438387,90,100,,
11737685,ROSITANIA ALVES DUARTE 00701204397,ROSITANIA ALVES DUARTE 00701204397,,SEFAZ,ROSITANIA ALVES DUARTE 00701204397,90,100,,
12184220,JOSE RIBAMAR DE CARVALHO FILHO 25005650334,JOSE RIBAMAR DE CARVALHO FILHO 25005650334,,SEFAZ,JOSE RIBAMAR DE CARVALHO FILHO 25005650334,90,100,,
14012481,V & D COMERCIO LTDA,V & D COMERCIO LTDA,V & D COMERCIO LTDA ME,REDESIM,V & D COMERCIO LTDA ME,30,100,87,87
08017547,FORTAL COMERCIO DE TECIDOS LTDA,FORTAL COMERCIO DE TECIDOS LTDA,,SEFAZ,FORTAL COMERCIO DE TECIDOS LTDA,90,100,,
14068707,LIU LIANZHU COMERCIO,LIU LIANZHU COMERCIO,,SEFAZ,LIU LIANZHU COMERCIO,90,100,,
19031920,LUCIANA SILVA ARAUJO 84946270230,LUCIANA SOARES SILVA 84946270230,,SEFAZ,LUCIANA SILVA ARAUJO 84946270230,50,66,,
19096462,JUSCELINO DO NASCIMENTO LOPES 02627022318,JUSCELINO DO NASCIMENTO LOPES 02627022318,,SEFAZ,JUSCELINO DO NASCIMENTO LOPES 02627022318,90,100,,
19226835,NATANAEL SANTOS SILVA 61401873383,NATANAEL SANTOS SILVA 61401873383,,SEFAZ,NATANAEL SANTOS SILVA 61401873383,90,100,,
19253071,S  D  CONSTRUCOES E HIDROSSEMEADURA LTDA,S  D  CONSTRUCOES E HIDROSSEMEADURA LTDA,,SEFAZ,S  D  CONSTRUCOES E HIDROSSEMEADURA LTDA,90,100,,
19046493,ANTONIO JOSIVAN PEREIRA DE SOUSA,ANTONIO JOSIVAN PEREIRA DE SOUSA,,SEFAZ,ANTONIO JOSIVAN PEREIRA DE SOUSA,90,100,,
19329706,ANDRE LUIZ DA ROCHA SANTOS 29949044898,ANDRE LUIZ DA ROCHA SANTOS 29949044898,,SEFAZ,ANDRE LUIZ DA ROCHA SANTOS 29949044898,90,100,,
11507569,S L I  SAO LUIZ INFORMATICA LTDA,S.L.I. SAO LUIZ INFORMATICA LTDA,,SEFAZ,S L I  SAO LUIZ INFORMATICA LTDA,90,91,,
10931378,MARCELO DA SILVA SAMPAIO,MARCELO DA SILVA SAMPAIO,,SEFAZ,MARCELO DA SILVA SAMPAIO,90,100,,
11006513,M. DE J. ARAUJO COSTA,M. DE J. ARAUJO COSTA,M. DE J. ARAUJO COSTA  ME,REDESIM,M. DE J. ARAUJO COSTA  ME,30,100,84,84
11540839,LUIS HENRIQUE LIMA MOURA FILHO 62020765349,LUIS HENRIQUE LIMA MOURA FILHO 62020765349,LUIS HENRIQUE LIMA MOURA FILHO 62020765349,REDESIM,LUIS HENRIQUE LIMA MOURA FILHO 62020765349,100,100,100,100
06095737,MN BARROS FAUSTINO,M. N. BARROS FAUSTINO,,SEFAZ,MN BARROS FAUSTINO,50,86,,
11905037,ANA MARIA REIS LIMA 35168579353,ANA MARIA REIS SILVA 35168579353,,SEFAZ,ANA MARIA REIS LIMA 35168579353,90,91,,
08261599,CARLOS F DOS SANTOS MACHADO,CARLOS F DOS SANTOS MACHADO,,SEFAZ,CARLOS F DOS SANTOS MACHADO,90,100,,
11631588,JONATHAN WLYSSYS CASTELO LIMA 03611497355,JONATHAN WLYSSYS CASTELO LIMA,JONATHAN WLYSSYS CASTELO LIMA - ME,REDESIM,JONATHAN WLYSSYS CASTELO LIMA - ME,30,71,74,86
86876109,M A CASTRO SERVICOS DE COMUNICACAO MULTIMIDIA LTDA,M A CASTRO SERVICOS DE COMUNICACAO MULTIMIDIA LTDA,M A CASTRO ANTENAS PARABOLICAS - ME,REDESIM,M A CASTRO ANTENAS PARABOLICAS - ME,30,100,36,36
12833390,IVAN JOSE DA SILVA 31138434809,IVAN JOSE DA SILVA 31138434809,,SEFAZ,IVAN JOSE DA SILVA 31138434809,90,100,,
12437963,FRANCISCO PEREIRA DA SILVA 05856375394,FRANCISCO PEREIRA DA SILVA 05856375394,,SEFAZ,FRANCISCO PEREIRA DA SILVA 05856375394,90,100,,
14060996,I DE J C SANTOS EIRELI,I DE J C SANTOS EIRELI,I DE J C SANTOS EIRELI,REDESIM,I DE J C SANTOS EIRELI,100,100,100,100
13965101,GEOVANILDE ABREU NASCIMENTO 87538210334,GEOVANILDE ABREU NASCIMENTO 87538210334,,SEFAZ,GEOVANILDE ABREU NASCIMENTO 87538210334,90,100,,
13965242,D R PINHEIRO E CIA LTDA,D R PINHEIRO E CIA LTDA,D R PINHEIRO E CIA LTDA-ME,REDESIM,D R PINHEIRO E CIA LTDA-ME,30,100,89,89
13562322,E RAVICK M FURTADO,E RAVICK M FURTADO,,SEFAZ,E RAVICK M FURTADO,90,100,,
13568398,LUANA COUTINHO DIAS 03883177369,LUANA COUTINHO DIAS 03883177369,,SEFAZ,LUANA COUTINHO DIAS 03883177369,90,100,,
14092113,L  S  DE SOUSA   MATERIAIS PARA CONSTRUCOES,L. S. DE SOUSA - MATERIAIS PARA CONSTRUCOES,,SEFAZ,L  S  DE SOUSA   MATERIAIS PARA CONSTRUCOES,90,94,,
15011328,ANTONIO NILSON BRAGA VIEIRA 04889639314,ANTONIO NILSON BRAGA VIEIRA 04889639314,,SEFAZ,ANTONIO NILSON BRAGA VIEIRA 04889639314,90,100,,
14842646,W  T  SANTOS SILVA & CIA LTDA,W. T. SANTOS SILVA & CIA LTDA,,SEFAZ,W  T  SANTOS SILVA & CIA LTDA,90,94,,
15080406,VANDERSON VIEIRA GOMES DOS SANTOS 97383031172,VANDERSON VIEIRA GOMES DOS SANTOS 97383031172,,SEFAZ,VANDERSON VIEIRA GOMES DOS SANTOS 97383031172,90,100,,
15210937,M J PINTO   CIA LTDA,M J PINTO   CIA LTDA,M J PINTO & CIA LTDA-ME,REDESIM,M J PINTO & CIA LTDA-ME,30,100,83,83
11841034,CRISTIANNE DO NASCIMENTO VALE 87292815391,CRISTIANNE DO NASCIMENTO VALE SANTOS 87292815391,CRISTIANNE DO NASCIMENTO VALE SANTOS 87292815391,REDESIM,CRISTIANNE DO NASCIMENTO VALE SANTOS 87292815391,70,86,86,100
12097965,BARBARA BEATRIZ CAXILE COSTA 01935777394,BARBARA BEATRIZ CAXILE COSTA 01935777394,,SEFAZ,BARBARA BEATRIZ CAXILE COSTA 01935777394,90,100,,
12818904,RAIMUNDO NONATO GASPAR MENDONCA 88469379372,RAIMUNDO NONATO GASPAR MENDONCA 88469379372,,SEFAZ,RAIMUNDO NONATO GASPAR MENDONCA 88469379372,90,100,,
41376708,G G DA SILVA,G G DA SILVA,,SEFAZ,G G DA SILVA,90,100,,
12276567,JOAO MARCELO PEREIRA DE MELO 01551654377,JOAO MARCELO PEREIRA DE MELO 01551654377,,SEFAZ,JOAO MARCELO PEREIRA DE MELO 01551654377,90,100,,
13756276,VALMIR LINHARES DE SOUSA 85115487349,VALMIR LINHARES DE SOUSA 85115487349,,SEFAZ,VALMIR LINHARES DE SOUSA 85115487349,90,100,,
05297515,E  E  PEREIRA,E. E. PEREIRA,,SEFAZ,E  E  PEREIRA,50,85,,
14382047,ANTONIA GRACIANO PINHEIRO DE LIMA 00875903363,,,SEFAZ,ANTONIA GRACIANO PINHEIRO DE LIMA 00875903363,60,,,
14413245,MARIA ANTONIA LOPES DE SOUSA 56227116300,MARIA ANTONIA LOPES DE SOUSA 56227116300,,SEFAZ,MARIA ANTONIA LOPES DE SOUSA 56227116300,90,100,,
14733545,IRIS SOARES SILVA 03063928364,IRIS SOARES SILVA 03063928364,,SEFAZ,IRIS SOARES SILVA 03063928364,90,100,,
97526150,GESSICA SILVA ATAIDES 60271583363,G. S. ATAIDES,G. S. ATAIDES,REDESIM,G. S. ATAIDES,70,34,34,100
14476942,MARIA HELENA FERREIRA DE OLIVEIRA 26976668349,MARIA HELENA FERREIRA DE OLIVEIRA 26976668349,,SEFAZ,MARIA HELENA FERREIRA DE OLIVEIRA 26976668349,90,100,,
10830907,CONVENIENCIA CARAJAS EIRELI,CONVENIENCIA CARAJAS EIRELI,CONVENIÊNCIA CARAJÁS EIRELI,REDESIM,CONVENIÊNCIA CARAJÁS EIRELI,30,100,87,87
14586203,JOAO BATISTA LOPES 18777422287,JOAO BATISTA LOPES 18777422287,,SEFAZ,JOAO BATISTA LOPES 18777422287,90,100,,
14697456,VANIA DAS CHAGAS ROCHA DE SOUSA 91498678300,VANIA DAS CHAGAS ROCHA 91498678300,,SEFAZ,VANIA DAS CHAGAS ROCHA DE SOUSA 91498678300,50,80,,
15185847,M  DO A  DA SILVA CARVALHO,M DO A DA SILVA CARVALHO,,SEFAZ,M  DO A  DA SILVA CARVALHO,90,93,,
15220687,MARIA DILENNE FERREIRA ALENCAR 01151153311,MARIA DILENNE FERREIRA ALENCAR 01151153311,,SEFAZ,MARIA DILENNE FERREIRA ALENCAR 01151153311,90,100,,
15258618,ANA PAULA MACHADO SILVA 05560510335,ANA PAULA MACHADO SILVA 05560510335,ANA PAULA MACHADO SILVA 05560510335,REDESIM,ANA PAULA MACHADO SILVA 05560510335,100,100,100,100
15258883,S W F SOUSA,S W F SOUSA,,SEFAZ,S W F SOUSA,90,100,,
03656914,DERMOCLINICA E RADIOIMAGEM LTDA   ME,DERMOCLINICA E RADIOIMAGEM LTDA,,SEFAZ,DERMOCLINICA E RADIOIMAGEM LTDA   ME,50,87,,
01694489,P H FERREIRA DA SILVA COMERCIO,P H FERREIRA DA SILVA COMERCIO,,SEFAZ,P H FERREIRA DA SILVA COMERCIO,90,100,,
12350638,A ADRIANO G DA SILVA   PIZZARIA,A ADRIANO G DA SILVA - PIZZARIA,,SEFAZ,A ADRIANO G DA SILVA   PIZZARIA,90,97,,
13241753,JONE FERREIRA DURANS 02771082330,JONE FERREIRA DURANS 02771082330,,SEFAZ,JONE FERREIRA DURANS 02771082330,90,100,,
12132550,FERDINANDO HENRIQUE GALVAO DA SILVA 03869081171,FERDINANDO HENRIQUE GALVAO DA SILVA 03869081171,,SEFAZ,FERDINANDO HENRIQUE GALVAO DA SILVA 03869081171,90,100,,
12263147,FRANCISCA MONTEIRO DA SILVA 85400947387,FRANCISCA MONTEIRO DA SILVA DIAS 85400947387,FRANCISCA MONTEIRO DA SILVA 85400947387,REDESIM,FRANCISCA MONTEIRO DA SILVA 85400947387,70,89,100,89
11776154,SOLANGE MIRANDA VIANA 65020375349,SOLANGE MIRANDA VIANA 65020375349,,SEFAZ,SOLANGE MIRANDA VIANA 65020375349,90,100,,
12340554,OZANA SANTOS SILVA 01887922369,OZANA SANTOS SILVA 01887922369,,SEFAZ,OZANA SANTOS SILVA 01887922369,90,100,,
12809649,WELBYA BAIMA DA SILVA 83308776391,WELBYA BAIMA DA SILVA 83308776391,,SEFAZ,WELBYA BAIMA DA SILVA 83308776391,90,100,,
12023220,EVANGELISTA SILVA ROCHA 42834074372,EVANGELISTA SILVA ROCHA 42834074372,EVANGELISTA SILVA ROCHA 42834074372,REDESIM,EVANGELISTA SILVA ROCHA 42834074372,100,100,100,100
13207486,POSTO PALMEIRAL EIRELI,POSTO PALMEIRAL EIRELI,POSTO PALMEIRAL EIRELI,REDESIM,POSTO PALMEIRAL EIRELI,100,100,100,100
11963803,C DE J TEIXEIRA LIMA PEREIRA,C DE J TEIXEIRA LIMA PEREIRA,C DE J TEIXEIRA LIMA PEREIRA - ME,REDESIM,C DE J TEIXEIRA LIMA PEREIRA - ME,30,100,85,85
12901056,ANTONIO LOPES DA SILVA 12452483320,ANTONIO LOPES DA SILVA 12452483320,ANTONIO LOPES DA SILVA 12452483320,REDESIM,ANTONIO LOPES DA SILVA 12452483320,100,100,100,100
12882883,GILBERGSON MEIRELES 01783108320,GILBERGSON MEIRELES MASCARENHAS 01783108320,,SEFAZ,GILBERGSON MEIRELES 01783108320,50,73,,
13115477,FERNANDO ANTONIO VICENTE 97313009100,FERNANDO ANTONIO VICENTE BARATELI 97313009100,,SEFAZ,FERNANDO ANTONIO VICENTE 97313009100,50,80,,
11993636,V S DA COSTA,V S DA COSTA,,SEFAZ,V S DA COSTA,90,100,,
12754010,CARLOS WELLINGTON PINHEIRO COSTA 00743035380,CARLOS WELLINGTON PINHEIRO COSTA 00743035380,,SEFAZ,CARLOS WELLINGTON PINHEIRO COSTA 00743035380,90,100,,
14609982,R L M ARAUJO FILHO   ME,R.L.M.ARAUJO FILHO,,SEFAZ,R L M ARAUJO FILHO   ME,50,66,,
14505121,S DA SILVA MIRANDA,S DA SILVA MIRANDA,,SEFAZ,S DA SILVA MIRANDA,90,100,,
69389369,F F PANIFICADORA LTDA,J. LIMA PANIFICADORA LTDA.,J. LIMA PANIFICADORA LTDA - ME,REDESIM,J. LIMA PANIFICADORA LTDA - ME,30,74,64,84
13712128,I ARAUJO LIMA & CIA LTDA,I ARAUJO LIMA & CIA LTDA,,SEFAZ,I ARAUJO LIMA & CIA LTDA,90,100,,
13847236,FRANCISCO DAMIAO VENCESLAU LAUNE 25159607315,FRANCISCO DAMIAO VENCESLAU LAUNE 25159607315,,SEFAZ,FRANCISCO DAMIAO VENCESLAU LAUNE 25159607315,90,100,,
14650748,E  M  SERVICOS LTDA,E. M. SERVICOS LTDA,,SEFAZ,E  M  SERVICOS LTDA,90,90,,
13741770,VAGNO RABELO DA SILVA   ME,VAGNO RABELO DA SILVA,,SEFAZ,VAGNO RABELO DA SILVA   ME,50,81,,
14527164,L  B  COELHO,L. B. COELHO,,SEFAZ,L  B  COELHO,50,84,,
14441156,R A S COMERCIO DE ROUPAS LTDA,R A S COMERCIO DE ROUPAS LTDA,,SEFAZ,R A S COMERCIO DE ROUPAS LTDA,90,100,,
15198380,MARIA HELENA DA SILVA RUBIM DOS REIS 43950833315,MARIA HELENA DA SILVA RUBIM DOS REIS 43950833315,,SEFAZ,MARIA HELENA DA SILVA RUBIM DOS REIS 43950833315,90,100,,
